County Code,County,State,gender,Year,level,pct
1001,Autauga County                               ,Alabama                                                               ,Male,2014-2018,Veteran,4503.0
1003,Baldwin County                               ,Alabama                                                               ,Male,2014-2018,Veteran,17578.0
1005,Barbour County                               ,Alabama                                                               ,Male,2014-2018,Veteran,1408.0
1007,Bibb County                                  ,Alabama                                                               ,Male,2014-2018,Veteran,1246.0
1009,Blount County                                ,Alabama                                                               ,Male,2014-2018,Veteran,3543.0
1011,Bullock County                               ,Alabama                                                               ,Male,2014-2018,Veteran,279.0
1013,Butler County                                ,Alabama                                                               ,Male,2014-2018,Veteran,1068.0
1015,Calhoun County                               ,Alabama                                                               ,Male,2014-2018,Veteran,8797.0
1017,Chambers County                              ,Alabama                                                               ,Male,2014-2018,Veteran,2048.0
1019,Cherokee County                              ,Alabama                                                               ,Male,2014-2018,Veteran,1959.0
1021,Chilton County                               ,Alabama                                                               ,Male,2014-2018,Veteran,2437.0
1023,Choctaw County                               ,Alabama                                                               ,Male,2014-2018,Veteran,726.0
1025,Clarke County                                ,Alabama                                                               ,Male,2014-2018,Veteran,981.0
1027,Clay County                                  ,Alabama                                                               ,Male,2014-2018,Veteran,756.0
1029,Cleburne County                              ,Alabama                                                               ,Male,2014-2018,Veteran,666.0
1031,Coffee County                                ,Alabama                                                               ,Male,2014-2018,Veteran,5664.0
1033,Colbert County                               ,Alabama                                                               ,Male,2014-2018,Veteran,3574.0
1035,Conecuh County                               ,Alabama                                                               ,Male,2014-2018,Veteran,559.0
1037,Coosa County                                 ,Alabama                                                               ,Male,2014-2018,Veteran,940.0
1039,Covington County                             ,Alabama                                                               ,Male,2014-2018,Veteran,2712.0
1041,Crenshaw County                              ,Alabama                                                               ,Male,2014-2018,Veteran,710.0
1043,Cullman County                               ,Alabama                                                               ,Male,2014-2018,Veteran,4645.0
1045,Dale County                                  ,Alabama                                                               ,Male,2014-2018,Veteran,5360.0
1047,Dallas County                                ,Alabama                                                               ,Male,2014-2018,Veteran,1977.0
1049,DeKalb County                                ,Alabama                                                               ,Male,2014-2018,Veteran,3402.0
1051,Elmore County                                ,Alabama                                                               ,Male,2014-2018,Veteran,5614.0
1053,Escambia County                              ,Alabama                                                               ,Male,2014-2018,Veteran,2022.0
1055,Etowah County                                ,Alabama                                                               ,Male,2014-2018,Veteran,6855.0
1057,Fayette County                               ,Alabama                                                               ,Male,2014-2018,Veteran,1090.0
1059,Franklin County                              ,Alabama                                                               ,Male,2014-2018,Veteran,1111.0
1061,Geneva County                                ,Alabama                                                               ,Male,2014-2018,Veteran,1982.0
1063,Greene County                                ,Alabama                                                               ,Male,2014-2018,Veteran,326.0
1065,Hale County                                  ,Alabama                                                               ,Male,2014-2018,Veteran,673.0
1067,Henry County                                 ,Alabama                                                               ,Male,2014-2018,Veteran,1079.0
1069,Houston County                               ,Alabama                                                               ,Male,2014-2018,Veteran,7204.0
1071,Jackson County                               ,Alabama                                                               ,Male,2014-2018,Veteran,2797.0
1073,Jefferson County                             ,Alabama                                                               ,Male,2014-2018,Veteran,33928.0
1075,Lamar County                                 ,Alabama                                                               ,Male,2014-2018,Veteran,739.0
1077,Lauderdale County                            ,Alabama                                                               ,Male,2014-2018,Veteran,5755.0
1079,Lawrence County                              ,Alabama                                                               ,Male,2014-2018,Veteran,1509.0
1081,Lee County                                   ,Alabama                                                               ,Male,2014-2018,Veteran,9055.0
1083,Limestone County                             ,Alabama                                                               ,Male,2014-2018,Veteran,6549.0
1085,Lowndes County                               ,Alabama                                                               ,Male,2014-2018,Veteran,327.0
1087,Macon County                                 ,Alabama                                                               ,Male,2014-2018,Veteran,1235.0
1089,Madison County                               ,Alabama                                                               ,Male,2014-2018,Veteran,28470.0
1091,Marengo County                               ,Alabama                                                               ,Male,2014-2018,Veteran,917.0
1093,Marion County                                ,Alabama                                                               ,Male,2014-2018,Veteran,1495.0
1095,Marshall County                              ,Alabama                                                               ,Male,2014-2018,Veteran,5824.0
1097,Mobile County                                ,Alabama                                                               ,Male,2014-2018,Veteran,25169.0
1099,Monroe County                                ,Alabama                                                               ,Male,2014-2018,Veteran,1330.0
2013,Aleutians East Borough                       ,Alaska                                                                ,Male,2014-2018,Veteran,111.0
2016,Aleutians West Census Area                   ,Alaska                                                                ,Male,2014-2018,Veteran,255.0
2020,Anchorage Borough                            ,Alaska                                                                ,Male,2014-2018,Veteran,24123.0
2050,Bethel Census Area                           ,Alaska                                                                ,Male,2014-2018,Veteran,620.0
2060,Bristol Bay Borough                          ,Alaska                                                                ,Male,2014-2018,Veteran,83.0
2068,Denali Borough                               ,Alaska                                                                ,Male,2014-2018,Veteran,111.0
2070,Dillingham Census Area                       ,Alaska                                                                ,Male,2014-2018,Veteran,157.0
2090,Fairbanks North Star Borough                 ,Alaska                                                                ,Male,2014-2018,Veteran,9517.0
,,,Male,2014-2018,Veteran,135.0
,,,Male,2014-2018,Veteran,181.0
,,,Male,2014-2018,Veteran,2138.0
,,,Male,2014-2018,Veteran,4796.0
,,,Male,2014-2018,Veteran,971.0
,,,Male,2014-2018,Veteran,207.0
,,,Male,2014-2018,Veteran,55.0
,,,Male,2014-2018,Veteran,409.0
,,,Male,2014-2018,Veteran,582.0
,,,Male,2014-2018,Veteran,274.0
,,,Male,2014-2018,Veteran,252.0
,,,Male,2014-2018,Veteran,499.0
,,,Male,2014-2018,Veteran,711.0
,,,Male,2014-2018,Veteran,978.0
,,,Male,2014-2018,Veteran,242.0
,,,Male,2014-2018,Veteran,37.0
4001,Apache County                                ,Arizona                                                               ,Male,2014-2018,Veteran,2638.0
4003,Cochise County                               ,Arizona                                                               ,Male,2014-2018,Veteran,15673.0
4005,Coconino County                              ,Arizona                                                               ,Male,2014-2018,Veteran,6506.0
4007,Gila County                                  ,Arizona                                                               ,Male,2014-2018,Veteran,5071.0
4009,Graham County                                ,Arizona                                                               ,Male,2014-2018,Veteran,1899.0
4011,Greenlee County                              ,Arizona                                                               ,Male,2014-2018,Veteran,614.0
4012,La Paz County                                ,Arizona                                                               ,Male,2014-2018,Veteran,2534.0
4013,Maricopa County                              ,Arizona                                                               ,Male,2014-2018,Veteran,231617.0
4015,Mohave County                                ,Arizona                                                               ,Male,2014-2018,Veteran,22706.0
4017,Navajo County                                ,Arizona                                                               ,Male,2014-2018,Veteran,6833.0
4019,Pima County                                  ,Arizona                                                               ,Male,2014-2018,Veteran,76760.0
4021,Pinal County                                 ,Arizona                                                               ,Male,2014-2018,Veteran,32401.0
4023,Santa Cruz County                            ,Arizona                                                               ,Male,2014-2018,Veteran,1559.0
4025,Yavapai County                               ,Arizona                                                               ,Male,2014-2018,Veteran,24563.0
4027,Yuma County                                  ,Arizona                                                               ,Male,2014-2018,Veteran,14032.0
5001,Arkansas County                              ,Arkansas                                                              ,Male,2014-2018,Veteran,1048.0
5003,Ashley County                                ,Arkansas                                                              ,Male,2014-2018,Veteran,987.0
5005,Baxter County                                ,Arkansas                                                              ,Male,2014-2018,Veteran,4499.0
5007,Benton County                                ,Arkansas                                                              ,Male,2014-2018,Veteran,14469.0
5009,Boone County                                 ,Arkansas                                                              ,Male,2014-2018,Veteran,2920.0
5011,Bradley County                               ,Arkansas                                                              ,Male,2014-2018,Veteran,632.0
5013,Calhoun County                               ,Arkansas                                                              ,Male,2014-2018,Veteran,456.0
5015,Carroll County                               ,Arkansas                                                              ,Male,2014-2018,Veteran,2272.0
5017,Chicot County                                ,Arkansas                                                              ,Male,2014-2018,Veteran,491.0
5019,Clark County                                 ,Arkansas                                                              ,Male,2014-2018,Veteran,1417.0
5021,Clay County                                  ,Arkansas                                                              ,Male,2014-2018,Veteran,969.0
5023,Cleburne County                              ,Arkansas                                                              ,Male,2014-2018,Veteran,2296.0
5025,Cleveland County                             ,Arkansas                                                              ,Male,2014-2018,Veteran,506.0
5027,Columbia County                              ,Arkansas                                                              ,Male,2014-2018,Veteran,1307.0
5029,Conway County                                ,Arkansas                                                              ,Male,2014-2018,Veteran,1436.0
5031,Craighead County                             ,Arkansas                                                              ,Male,2014-2018,Veteran,4976.0
5033,Crawford County                              ,Arkansas                                                              ,Male,2014-2018,Veteran,4311.0
5035,Crittenden County                            ,Arkansas                                                              ,Male,2014-2018,Veteran,2221.0
5037,Cross County                                 ,Arkansas                                                              ,Male,2014-2018,Veteran,763.0
5039,Dallas County                                ,Arkansas                                                              ,Male,2014-2018,Veteran,526.0
5041,Desha County                                 ,Arkansas                                                              ,Male,2014-2018,Veteran,496.0
5043,Drew County                                  ,Arkansas                                                              ,Male,2014-2018,Veteran,1114.0
5045,Faulkner County                              ,Arkansas                                                              ,Male,2014-2018,Veteran,6340.0
5047,Franklin County                              ,Arkansas                                                              ,Male,2014-2018,Veteran,1276.0
5049,Fulton County                                ,Arkansas                                                              ,Male,2014-2018,Veteran,1121.0
5051,Garland County                               ,Arkansas                                                              ,Male,2014-2018,Veteran,8127.0
5053,Grant County                                 ,Arkansas                                                              ,Male,2014-2018,Veteran,1421.0
5055,Greene County                                ,Arkansas                                                              ,Male,2014-2018,Veteran,2833.0
5057,Hempstead County                             ,Arkansas                                                              ,Male,2014-2018,Veteran,1106.0
5059,Hot Spring County                            ,Arkansas                                                              ,Male,2014-2018,Veteran,2252.0
5061,Howard County                                ,Arkansas                                                              ,Male,2014-2018,Veteran,753.0
5063,Independence County                          ,Arkansas                                                              ,Male,2014-2018,Veteran,2295.0
5065,Izard County                                 ,Arkansas                                                              ,Male,2014-2018,Veteran,1323.0
5067,Jackson County                               ,Arkansas                                                              ,Male,2014-2018,Veteran,1052.0
5069,Jefferson County                             ,Arkansas                                                              ,Male,2014-2018,Veteran,3893.0
5071,Johnson County                               ,Arkansas                                                              ,Male,2014-2018,Veteran,1727.0
5073,Lafayette County                             ,Arkansas                                                              ,Male,2014-2018,Veteran,395.0
5075,Lawrence County                              ,Arkansas                                                              ,Male,2014-2018,Veteran,1074.0
5077,Lee County                                   ,Arkansas                                                              ,Male,2014-2018,Veteran,368.0
5079,Lincoln County                               ,Arkansas                                                              ,Male,2014-2018,Veteran,705.0
5081,Little River County                          ,Arkansas                                                              ,Male,2014-2018,Veteran,817.0
5083,Logan County                                 ,Arkansas                                                              ,Male,2014-2018,Veteran,1369.0
5085,Lonoke County                                ,Arkansas                                                              ,Male,2014-2018,Veteran,6041.0
5087,Madison County                               ,Arkansas                                                              ,Male,2014-2018,Veteran,813.0
5089,Marion County                                ,Arkansas                                                              ,Male,2014-2018,Veteran,1756.0
5091,Miller County                                ,Arkansas                                                              ,Male,2014-2018,Veteran,2759.0
5093,Mississippi County                           ,Arkansas                                                              ,Male,2014-2018,Veteran,2068.0
5095,Monroe County                                ,Arkansas                                                              ,Male,2014-2018,Veteran,445.0
5097,Montgomery County                            ,Arkansas                                                              ,Male,2014-2018,Veteran,768.0
5099,Nevada County                                ,Arkansas                                                              ,Male,2014-2018,Veteran,363.0
6001,Alameda County                               ,California                                                            ,Male,2014-2018,Veteran,46367.0
6003,Alpine County                                ,California                                                            ,Male,2014-2018,Veteran,82.0
6005,Amador County                                ,California                                                            ,Male,2014-2018,Veteran,3718.0
6007,Butte County                                 ,California                                                            ,Male,2014-2018,Veteran,13655.0
6009,Calaveras County                             ,California                                                            ,Male,2014-2018,Veteran,4201.0
6011,Colusa County                                ,California                                                            ,Male,2014-2018,Veteran,718.0
6013,Contra Costa County                          ,California                                                            ,Male,2014-2018,Veteran,44685.0
6015,Del Norte County                             ,California                                                            ,Male,2014-2018,Veteran,1951.0
6017,El Dorado County                             ,California                                                            ,Male,2014-2018,Veteran,13177.0
6019,Fresno County                                ,California                                                            ,Male,2014-2018,Veteran,34160.0
6021,Glenn County                                 ,California                                                            ,Male,2014-2018,Veteran,1319.0
6023,Humboldt County                              ,California                                                            ,Male,2014-2018,Veteran,7947.0
6025,Imperial County                              ,California                                                            ,Male,2014-2018,Veteran,5096.0
6027,Inyo County                                  ,California                                                            ,Male,2014-2018,Veteran,1500.0
6029,Kern County                                  ,California                                                            ,Male,2014-2018,Veteran,33722.0
6031,Kings County                                 ,California                                                            ,Male,2014-2018,Veteran,9146.0
6033,Lake County                                  ,California                                                            ,Male,2014-2018,Veteran,4599.0
6035,Lassen County                                ,California                                                            ,Male,2014-2018,Veteran,2063.0
6037,Los Angeles County                           ,California                                                            ,Male,2014-2018,Veteran,252340.0
6039,Madera County                                ,California                                                            ,Male,2014-2018,Veteran,6287.0
6041,Marin County                                 ,California                                                            ,Male,2014-2018,Veteran,10793.0
6043,Mariposa County                              ,California                                                            ,Male,2014-2018,Veteran,1533.0
6045,Mendocino County                             ,California                                                            ,Male,2014-2018,Veteran,5628.0
6047,Merced County                                ,California                                                            ,Male,2014-2018,Veteran,8931.0
6049,Modoc County                                 ,California                                                            ,Male,2014-2018,Veteran,828.0
6051,Mono County                                  ,California                                                            ,Male,2014-2018,Veteran,614.0
6053,Monterey County                              ,California                                                            ,Male,2014-2018,Veteran,15841.0
6055,Napa County                                  ,California                                                            ,Male,2014-2018,Veteran,7168.0
6057,Nevada County                                ,California                                                            ,Male,2014-2018,Veteran,7787.0
6059,Orange County                                ,California                                                            ,Male,2014-2018,Veteran,104930.0
6061,Placer County                                ,California                                                            ,Male,2014-2018,Veteran,24497.0
6063,Plumas County                                ,California                                                            ,Male,2014-2018,Veteran,1800.0
6065,Riverside County                             ,California                                                            ,Male,2014-2018,Veteran,113931.0
6067,Sacramento County                            ,California                                                            ,Male,2014-2018,Veteran,73060.0
6069,San Benito County                            ,California                                                            ,Male,2014-2018,Veteran,2346.0
6071,San Bernardino County                        ,California                                                            ,Male,2014-2018,Veteran,83936.0
6073,San Diego County                             ,California                                                            ,Male,2014-2018,Veteran,197820.0
6075,San Francisco County                         ,California                                                            ,Male,2014-2018,Veteran,22364.0
6077,San Joaquin County                           ,California                                                            ,Male,2014-2018,Veteran,27858.0
6079,San Luis Obispo County                       ,California                                                            ,Male,2014-2018,Veteran,16423.0
6081,San Mateo County                             ,California                                                            ,Male,2014-2018,Veteran,23623.0
6083,Santa Barbara County                         ,California                                                            ,Male,2014-2018,Veteran,19883.0
6085,Santa Clara County                           ,California                                                            ,Male,2014-2018,Veteran,49347.0
6087,Santa Cruz County                            ,California                                                            ,Male,2014-2018,Veteran,10066.0
6089,Shasta County                                ,California                                                            ,Male,2014-2018,Veteran,13477.0
6091,Sierra County                                ,California                                                            ,Male,2014-2018,Veteran,208.0
6093,Siskiyou County                              ,California                                                            ,Male,2014-2018,Veteran,3644.0
6095,Solano County                                ,California                                                            ,Male,2014-2018,Veteran,29496.0
6097,Sonoma County                                ,California                                                            ,Male,2014-2018,Veteran,24865.0
6099,Stanislaus County                            ,California                                                            ,Male,2014-2018,Veteran,20601.0
8001,Adams County                                 ,Colorado                                                              ,Male,2014-2018,Veteran,24283.0
8003,Alamosa County                               ,Colorado                                                              ,Male,2014-2018,Veteran,901.0
8005,Arapahoe County                              ,Colorado                                                              ,Male,2014-2018,Veteran,34682.0
8007,Archuleta County                             ,Colorado                                                              ,Male,2014-2018,Veteran,1190.0
8009,Baca County                                  ,Colorado                                                              ,Male,2014-2018,Veteran,229.0
8011,Bent County                                  ,Colorado                                                              ,Male,2014-2018,Veteran,469.0
8013,Boulder County                               ,Colorado                                                              ,Male,2014-2018,Veteran,13053.0
8014,Broomfield County                            ,Colorado                                                              ,Male,2014-2018,Veteran,3876.0
8015,Chaffee County                               ,Colorado                                                              ,Male,2014-2018,Veteran,1826.0
8017,Cheyenne County                              ,Colorado                                                              ,Male,2014-2018,Veteran,82.0
8019,Clear Creek County                           ,Colorado                                                              ,Male,2014-2018,Veteran,594.0
8021,Conejos County                               ,Colorado                                                              ,Male,2014-2018,Veteran,473.0
8023,Costilla County                              ,Colorado                                                              ,Male,2014-2018,Veteran,393.0
8025,Crowley County                               ,Colorado                                                              ,Male,2014-2018,Veteran,485.0
8027,Custer County                                ,Colorado                                                              ,Male,2014-2018,Veteran,704.0
8029,Delta County                                 ,Colorado                                                              ,Male,2014-2018,Veteran,2940.0
8031,Denver County                                ,Colorado                                                              ,Male,2014-2018,Veteran,26772.0
8033,Dolores County                               ,Colorado                                                              ,Male,2014-2018,Veteran,166.0
8035,Douglas County                               ,Colorado                                                              ,Male,2014-2018,Veteran,17161.0
8037,Eagle County                                 ,Colorado                                                              ,Male,2014-2018,Veteran,1907.0
8039,Elbert County                                ,Colorado                                                              ,Male,2014-2018,Veteran,2124.0
8041,El Paso County                               ,Colorado                                                              ,Male,2014-2018,Veteran,70878.0
8043,Fremont County                               ,Colorado                                                              ,Male,2014-2018,Veteran,5218.0
8045,Garfield County                              ,Colorado                                                              ,Male,2014-2018,Veteran,2478.0
8047,Gilpin County                                ,Colorado                                                              ,Male,2014-2018,Veteran,587.0
8049,Grand County                                 ,Colorado                                                              ,Male,2014-2018,Veteran,1309.0
8051,Gunnison County                              ,Colorado                                                              ,Male,2014-2018,Veteran,654.0
8053,Hinsdale County                              ,Colorado                                                              ,Male,2014-2018,Veteran,73.0
8055,Huerfano County                              ,Colorado                                                              ,Male,2014-2018,Veteran,808.0
8057,Jackson County                               ,Colorado                                                              ,Male,2014-2018,Veteran,134.0
8059,Jefferson County                             ,Colorado                                                              ,Male,2014-2018,Veteran,35095.0
8061,Kiowa County                                 ,Colorado                                                              ,Male,2014-2018,Veteran,52.0
8063,Kit Carson County                            ,Colorado                                                              ,Male,2014-2018,Veteran,457.0
8065,Lake County                                  ,Colorado                                                              ,Male,2014-2018,Veteran,444.0
8067,La Plata County                              ,Colorado                                                              ,Male,2014-2018,Veteran,3173.0
8069,Larimer County                               ,Colorado                                                              ,Male,2014-2018,Veteran,19048.0
8071,Las Animas County                            ,Colorado                                                              ,Male,2014-2018,Veteran,1076.0
8073,Lincoln County                               ,Colorado                                                              ,Male,2014-2018,Veteran,358.0
8075,Logan County                                 ,Colorado                                                              ,Male,2014-2018,Veteran,1616.0
8077,Mesa County                                  ,Colorado                                                              ,Male,2014-2018,Veteran,11029.0
8079,Mineral County                               ,Colorado                                                              ,Male,2014-2018,Veteran,65.0
8081,Moffat County                                ,Colorado                                                              ,Male,2014-2018,Veteran,801.0
8083,Montezuma County                             ,Colorado                                                              ,Male,2014-2018,Veteran,1891.0
8085,Montrose County                              ,Colorado                                                              ,Male,2014-2018,Veteran,3040.0
8087,Morgan County                                ,Colorado                                                              ,Male,2014-2018,Veteran,1279.0
8089,Otero County                                 ,Colorado                                                              ,Male,2014-2018,Veteran,1208.0
8091,Ouray County                                 ,Colorado                                                              ,Male,2014-2018,Veteran,418.0
8093,Park County                                  ,Colorado                                                              ,Male,2014-2018,Veteran,1597.0
8095,Phillips County                              ,Colorado                                                              ,Male,2014-2018,Veteran,287.0
8097,Pitkin County                                ,Colorado                                                              ,Male,2014-2018,Veteran,751.0
8099,Prowers County                               ,Colorado                                                              ,Male,2014-2018,Veteran,574.0
9001,Fairfield County                             ,Connecticut                                                           ,Male,2014-2018,Veteran,30642.0
9003,Hartford County                              ,Connecticut                                                           ,Male,2014-2018,Veteran,38417.0
9005,Litchfield County                            ,Connecticut                                                           ,Male,2014-2018,Veteran,10920.0
9007,Middlesex County                             ,Connecticut                                                           ,Male,2014-2018,Veteran,9635.0
9009,New Haven County                             ,Connecticut                                                           ,Male,2014-2018,Veteran,36812.0
9011,New London County                            ,Connecticut                                                           ,Male,2014-2018,Veteran,20282.0
9013,Tolland County                               ,Connecticut                                                           ,Male,2014-2018,Veteran,8221.0
9015,Windham County                               ,Connecticut                                                           ,Male,2014-2018,Veteran,7873.0
10001,Kent County                                  ,Delaware                                                              ,Male,2014-2018,Veteran,15202.0
10003,New Castle County                            ,Delaware                                                              ,Male,2014-2018,Veteran,28006.0
10005,Sussex County                                ,Delaware                                                              ,Male,2014-2018,Veteran,17538.0
11001,District of Columbia                         ,District of Columbia                                                  ,Male,2014-2018,Veteran,23548.0
12001,Alachua County                               ,Florida                                                               ,Male,2014-2018,Veteran,13427.0
12003,Baker County                                 ,Florida                                                               ,Male,2014-2018,Veteran,2144.0
12005,Bay County                                   ,Florida                                                               ,Male,2014-2018,Veteran,19014.0
12007,Bradford County                              ,Florida                                                               ,Male,2014-2018,Veteran,2070.0
12009,Brevard County                               ,Florida                                                               ,Male,2014-2018,Veteran,58723.0
12011,Broward County                               ,Florida                                                               ,Male,2014-2018,Veteran,70633.0
12013,Calhoun County                               ,Florida                                                               ,Male,2014-2018,Veteran,957.0
12015,Charlotte County                             ,Florida                                                               ,Male,2014-2018,Veteran,21008.0
12017,Citrus County                                ,Florida                                                               ,Male,2014-2018,Veteran,18295.0
12019,Clay County                                  ,Florida                                                               ,Male,2014-2018,Veteran,22761.0
12021,Collier County                               ,Florida                                                               ,Male,2014-2018,Veteran,26554.0
12023,Columbia County                              ,Florida                                                               ,Male,2014-2018,Veteran,6639.0
12027,DeSoto County                                ,Florida                                                               ,Male,2014-2018,Veteran,2104.0
12029,Dixie County                                 ,Florida                                                               ,Male,2014-2018,Veteran,1674.0
12031,Duval County                                 ,Florida                                                               ,Male,2014-2018,Veteran,71682.0
12033,Escambia County                              ,Florida                                                               ,Male,2014-2018,Veteran,29329.0
12035,Flagler County                               ,Florida                                                               ,Male,2014-2018,Veteran,10057.0
12037,Franklin County                              ,Florida                                                               ,Male,2014-2018,Veteran,1037.0
12039,Gadsden County                               ,Florida                                                               ,Male,2014-2018,Veteran,3032.0
12041,Gilchrist County                             ,Florida                                                               ,Male,2014-2018,Veteran,1378.0
12043,Glades County                                ,Florida                                                               ,Male,2014-2018,Veteran,1168.0
12045,Gulf County                                  ,Florida                                                               ,Male,2014-2018,Veteran,1572.0
12047,Hamilton County                              ,Florida                                                               ,Male,2014-2018,Veteran,880.0
12049,Hardee County                                ,Florida                                                               ,Male,2014-2018,Veteran,1226.0
12051,Hendry County                                ,Florida                                                               ,Male,2014-2018,Veteran,1540.0
12053,Hernando County                              ,Florida                                                               ,Male,2014-2018,Veteran,17450.0
12055,Highlands County                             ,Florida                                                               ,Male,2014-2018,Veteran,10329.0
12057,Hillsborough County                          ,Florida                                                               ,Male,2014-2018,Veteran,81007.0
12059,Holmes County                                ,Florida                                                               ,Male,2014-2018,Veteran,1617.0
12061,Indian River County                          ,Florida                                                               ,Male,2014-2018,Veteran,14556.0
12063,Jackson County                               ,Florida                                                               ,Male,2014-2018,Veteran,3902.0
12065,Jefferson County                             ,Florida                                                               ,Male,2014-2018,Veteran,1078.0
12067,Lafayette County                             ,Florida                                                               ,Male,2014-2018,Veteran,502.0
12069,Lake County                                  ,Florida                                                               ,Male,2014-2018,Veteran,30414.0
12071,Lee County                                   ,Florida                                                               ,Male,2014-2018,Veteran,55261.0
12073,Leon County                                  ,Florida                                                               ,Male,2014-2018,Veteran,13656.0
12075,Levy County                                  ,Florida                                                               ,Male,2014-2018,Veteran,4118.0
12077,Liberty County                               ,Florida                                                               ,Male,2014-2018,Veteran,495.0
12079,Madison County                               ,Florida                                                               ,Male,2014-2018,Veteran,1000.0
12081,Manatee County                               ,Florida                                                               ,Male,2014-2018,Veteran,30839.0
12083,Marion County                                ,Florida                                                               ,Male,2014-2018,Veteran,33611.0
12085,Martin County                                ,Florida                                                               ,Male,2014-2018,Veteran,14041.0
12086,Miami-Dade County                            ,Florida                                                               ,Male,2014-2018,Veteran,45592.0
12087,Monroe County                                ,Florida                                                               ,Male,2014-2018,Veteran,6062.0
12089,Nassau County                                ,Florida                                                               ,Male,2014-2018,Veteran,8082.0
12091,Okaloosa County                              ,Florida                                                               ,Male,2014-2018,Veteran,28027.0
12093,Okeechobee County                            ,Florida                                                               ,Male,2014-2018,Veteran,2836.0
12095,Orange County                                ,Florida                                                               ,Male,2014-2018,Veteran,55874.0
12097,Osceola County                               ,Florida                                                               ,Male,2014-2018,Veteran,14646.0
12099,Palm Beach County                            ,Florida                                                               ,Male,2014-2018,Veteran,77980.0
12101,Pasco County                                 ,Florida                                                               ,Male,2014-2018,Veteran,42543.0
12103,Pinellas County                              ,Florida                                                               ,Male,2014-2018,Veteran,78066.0
12105,Polk County                                  ,Florida                                                               ,Male,2014-2018,Veteran,44337.0
12107,Putnam County                                ,Florida                                                               ,Male,2014-2018,Veteran,6790.0
12109,St. Johns County                             ,Florida                                                               ,Male,2014-2018,Veteran,18717.0
12111,St. Lucie County                             ,Florida                                                               ,Male,2014-2018,Veteran,22851.0
