County Code,County,State,gender,Year,level,pct
20189,Stevens County                               ,Kansas                                                                ,Female,2014-2018,Veteran,10.0
20191,Sumner County                                ,Kansas                                                                ,Female,2014-2018,Veteran,98.0
20193,Thomas County                                ,Kansas                                                                ,Female,2014-2018,Veteran,13.0
20195,Trego County                                 ,Kansas                                                                ,Female,2014-2018,Veteran,12.0
20197,Wabaunsee County                             ,Kansas                                                                ,Female,2014-2018,Veteran,78.0
20199,Wallace County                               ,Kansas                                                                ,Female,2014-2018,Veteran,9.0
20201,Washington County                            ,Kansas                                                                ,Female,2014-2018,Veteran,18.0
20203,Wichita County                               ,Kansas                                                                ,Female,2014-2018,Veteran,14.0
20205,Wilson County                                ,Kansas                                                                ,Female,2014-2018,Veteran,37.0
20207,Woodson County                               ,Kansas                                                                ,Female,2014-2018,Veteran,1.0
20209,Wyandotte County                             ,Kansas                                                                ,Female,2014-2018,Veteran,546.0
21001,Adair County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,108.0
21003,Allen County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,86.0
21005,Anderson County                              ,Kentucky                                                              ,Female,2014-2018,Veteran,111.0
21007,Ballard County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,55.0
21009,Barren County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,192.0
21011,Bath County                                  ,Kentucky                                                              ,Female,2014-2018,Veteran,43.0
21013,Bell County                                  ,Kentucky                                                              ,Female,2014-2018,Veteran,61.0
21015,Boone County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,482.0
21017,Bourbon County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,96.0
21019,Boyd County                                  ,Kentucky                                                              ,Female,2014-2018,Veteran,221.0
21021,Boyle County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,141.0
21023,Bracken County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,29.0
21025,Breathitt County                             ,Kentucky                                                              ,Female,2014-2018,Veteran,33.0
21027,Breckinridge County                          ,Kentucky                                                              ,Female,2014-2018,Veteran,73.0
21029,Bullitt County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,273.0
21031,Butler County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,72.0
21033,Caldwell County                              ,Kentucky                                                              ,Female,2014-2018,Veteran,7.0
21035,Calloway County                              ,Kentucky                                                              ,Female,2014-2018,Veteran,148.0
21037,Campbell County                              ,Kentucky                                                              ,Female,2014-2018,Veteran,398.0
21039,Carlisle County                              ,Kentucky                                                              ,Female,2014-2018,Veteran,7.0
21041,Carroll County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,17.0
21043,Carter County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,28.0
21045,Casey County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,9.0
21047,Christian County                             ,Kentucky                                                              ,Female,2014-2018,Veteran,509.0
21049,Clark County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,191.0
21051,Clay County                                  ,Kentucky                                                              ,Female,2014-2018,Veteran,83.0
21053,Clinton County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,25.0
21055,Crittenden County                            ,Kentucky                                                              ,Female,2014-2018,Veteran,11.0
21057,Cumberland County                            ,Kentucky                                                              ,Female,2014-2018,Veteran,28.0
21059,Daviess County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,456.0
21061,Edmonson County                              ,Kentucky                                                              ,Female,2014-2018,Veteran,39.0
21063,Elliott County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,4.0
21065,Estill County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,24.0
21067,Fayette County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,1354.0
21069,Fleming County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,79.0
21071,Floyd County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,100.0
21073,Franklin County                              ,Kentucky                                                              ,Female,2014-2018,Veteran,284.0
21075,Fulton County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,70.0
21077,Gallatin County                              ,Kentucky                                                              ,Female,2014-2018,Veteran,42.0
21079,Garrard County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,100.0
21081,Grant County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,172.0
21083,Graves County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,144.0
21085,Grayson County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,134.0
21087,Green County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,22.0
21089,Greenup County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,173.0
21091,Hancock County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,29.0
21093,Hardin County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,2550.0
21095,Harlan County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,144.0
21097,Harrison County                              ,Kentucky                                                              ,Female,2014-2018,Veteran,88.0
21099,Hart County                                  ,Kentucky                                                              ,Female,2014-2018,Veteran,75.0
21101,Henderson County                             ,Kentucky                                                              ,Female,2014-2018,Veteran,142.0
21103,Henry County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,51.0
21105,Hickman County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,5.0
21107,Hopkins County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,326.0
21109,Jackson County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,37.0
21111,Jefferson County                             ,Kentucky                                                              ,Female,2014-2018,Veteran,3752.0
21113,Jessamine County                             ,Kentucky                                                              ,Female,2014-2018,Veteran,259.0
21115,Johnson County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,30.0
21117,Kenton County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,722.0
21119,Knott County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,13.0
21121,Knox County                                  ,Kentucky                                                              ,Female,2014-2018,Veteran,78.0
21123,Larue County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,172.0
21125,Laurel County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,223.0
21127,Lawrence County                              ,Kentucky                                                              ,Female,2014-2018,Veteran,20.0
21129,Lee County                                   ,Kentucky                                                              ,Female,2014-2018,Veteran,2.0
21131,Leslie County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,8.0
21133,Letcher County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,5.0
21135,Lewis County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,119.0
21137,Lincoln County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,39.0
21139,Livingston County                            ,Kentucky                                                              ,Female,2014-2018,Veteran,74.0
21141,Logan County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,116.0
21143,Lyon County                                  ,Kentucky                                                              ,Female,2014-2018,Veteran,15.0
21145,McCracken County                             ,Kentucky                                                              ,Female,2014-2018,Veteran,351.0
21147,McCreary County                              ,Kentucky                                                              ,Female,2014-2018,Veteran,15.0
21149,McLean County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,33.0
21151,Madison County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,541.0
21153,Magoffin County                              ,Kentucky                                                              ,Female,2014-2018,Veteran,17.0
21155,Marion County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,73.0
21157,Marshall County                              ,Kentucky                                                              ,Female,2014-2018,Veteran,261.0
21159,Martin County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,16.0
21161,Mason County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,69.0
21163,Meade County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,473.0
21165,Menifee County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,10.0
21167,Mercer County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,145.0
21169,Metcalfe County                              ,Kentucky                                                              ,Female,2014-2018,Veteran,50.0
21171,Monroe County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,49.0
21173,Montgomery County                            ,Kentucky                                                              ,Female,2014-2018,Veteran,113.0
21175,Morgan County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,9.0
21177,Muhlenberg County                            ,Kentucky                                                              ,Female,2014-2018,Veteran,34.0
21179,Nelson County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,227.0
21181,Nicholas County                              ,Kentucky                                                              ,Female,2014-2018,Veteran,28.0
21183,Ohio County                                  ,Kentucky                                                              ,Female,2014-2018,Veteran,45.0
21185,Oldham County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,339.0
21187,Owen County                                  ,Kentucky                                                              ,Female,2014-2018,Veteran,33.0
21189,Owsley County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,7.0
21191,Pendleton County                             ,Kentucky                                                              ,Female,2014-2018,Veteran,58.0
21193,Perry County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,30.0
21195,Pike County                                  ,Kentucky                                                              ,Female,2014-2018,Veteran,122.0
21197,Powell County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,82.0
21199,Pulaski County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,325.0
21201,Robertson County                             ,Kentucky                                                              ,Female,2014-2018,Veteran,5.0
21203,Rockcastle County                            ,Kentucky                                                              ,Female,2014-2018,Veteran,16.0
21205,Rowan County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,65.0
21207,Russell County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,37.0
21209,Scott County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,420.0
21211,Shelby County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,291.0
21213,Simpson County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,40.0
21215,Spencer County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,61.0
21217,Taylor County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,42.0
21219,Todd County                                  ,Kentucky                                                              ,Female,2014-2018,Veteran,64.0
21221,Trigg County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,79.0
21223,Trimble County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,8.0
21225,Union County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,82.0
21227,Warren County                                ,Kentucky                                                              ,Female,2014-2018,Veteran,318.0
21229,Washington County                            ,Kentucky                                                              ,Female,2014-2018,Veteran,11.0
21231,Wayne County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,142.0
21233,Webster County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,15.0
21235,Whitley County                               ,Kentucky                                                              ,Female,2014-2018,Veteran,54.0
21237,Wolfe County                                 ,Kentucky                                                              ,Female,2014-2018,Veteran,17.0
21239,Woodford County                              ,Kentucky                                                              ,Female,2014-2018,Veteran,61.0
22001,Acadia Parish                                ,Louisiana                                                             ,Female,2014-2018,Veteran,266.0
22003,Allen Parish                                 ,Louisiana                                                             ,Female,2014-2018,Veteran,124.0
22005,Ascension Parish                             ,Louisiana                                                             ,Female,2014-2018,Veteran,275.0
22007,Assumption Parish                            ,Louisiana                                                             ,Female,2014-2018,Veteran,90.0
22009,Avoyelles Parish                             ,Louisiana                                                             ,Female,2014-2018,Veteran,219.0
22011,Beauregard Parish                            ,Louisiana                                                             ,Female,2014-2018,Veteran,326.0
22013,Bienville Parish                             ,Louisiana                                                             ,Female,2014-2018,Veteran,68.0
22015,Bossier Parish                               ,Louisiana                                                             ,Female,2014-2018,Veteran,1561.0
22017,Caddo Parish                                 ,Louisiana                                                             ,Female,2014-2018,Veteran,1507.0
22019,Calcasieu Parish                             ,Louisiana                                                             ,Female,2014-2018,Veteran,860.0
22021,Caldwell Parish                              ,Louisiana                                                             ,Female,2014-2018,Veteran,69.0
22023,Cameron Parish                               ,Louisiana                                                             ,Female,2014-2018,Veteran,43.0
22025,Catahoula Parish                             ,Louisiana                                                             ,Female,2014-2018,Veteran,25.0
22027,Claiborne Parish                             ,Louisiana                                                             ,Female,2014-2018,Veteran,86.0
22029,Concordia Parish                             ,Louisiana                                                             ,Female,2014-2018,Veteran,65.0
22031,De Soto Parish                               ,Louisiana                                                             ,Female,2014-2018,Veteran,107.0
22033,East Baton Rouge Parish                      ,Louisiana                                                             ,Female,2014-2018,Veteran,2198.0
22035,East Carroll Parish                          ,Louisiana                                                             ,Female,2014-2018,Veteran,25.0
22037,East Feliciana Parish                        ,Louisiana                                                             ,Female,2014-2018,Veteran,38.0
22039,Evangeline Parish                            ,Louisiana                                                             ,Female,2014-2018,Veteran,114.0
22041,Franklin Parish                              ,Louisiana                                                             ,Female,2014-2018,Veteran,30.0
22043,Grant Parish                                 ,Louisiana                                                             ,Female,2014-2018,Veteran,158.0
22045,Iberia Parish                                ,Louisiana                                                             ,Female,2014-2018,Veteran,367.0
22047,Iberville Parish                             ,Louisiana                                                             ,Female,2014-2018,Veteran,61.0
22049,Jackson Parish                               ,Louisiana                                                             ,Female,2014-2018,Veteran,83.0
22051,Jefferson Parish                             ,Louisiana                                                             ,Female,2014-2018,Veteran,1708.0
22053,Jefferson Davis Parish                       ,Louisiana                                                             ,Female,2014-2018,Veteran,127.0
22055,Lafayette Parish                             ,Louisiana                                                             ,Female,2014-2018,Veteran,1304.0
22057,Lafourche Parish                             ,Louisiana                                                             ,Female,2014-2018,Veteran,277.0
22059,La Salle Parish                              ,Louisiana                                                             ,Female,2014-2018,Veteran,19.0
22061,Lincoln Parish                               ,Louisiana                                                             ,Female,2014-2018,Veteran,167.0
22063,Livingston Parish                            ,Louisiana                                                             ,Female,2014-2018,Veteran,524.0
22065,Madison Parish                               ,Louisiana                                                             ,Female,2014-2018,Veteran,50.0
22067,Morehouse Parish                             ,Louisiana                                                             ,Female,2014-2018,Veteran,64.0
22069,Natchitoches Parish                          ,Louisiana                                                             ,Female,2014-2018,Veteran,138.0
22071,Orleans Parish                               ,Louisiana                                                             ,Female,2014-2018,Veteran,1675.0
22073,Ouachita Parish                              ,Louisiana                                                             ,Female,2014-2018,Veteran,864.0
22075,Plaquemines Parish                           ,Louisiana                                                             ,Female,2014-2018,Veteran,157.0
22077,Pointe Coupee Parish                         ,Louisiana                                                             ,Female,2014-2018,Veteran,57.0
22079,Rapides Parish                               ,Louisiana                                                             ,Female,2014-2018,Veteran,717.0
22081,Red River Parish                             ,Louisiana                                                             ,Female,2014-2018,Veteran,40.0
22083,Richland Parish                              ,Louisiana                                                             ,Female,2014-2018,Veteran,78.0
22085,Sabine Parish                                ,Louisiana                                                             ,Female,2014-2018,Veteran,81.0
22087,St. Bernard Parish                           ,Louisiana                                                             ,Female,2014-2018,Veteran,123.0
22089,St. Charles Parish                           ,Louisiana                                                             ,Female,2014-2018,Veteran,112.0
22091,St. Helena Parish                            ,Louisiana                                                             ,Female,2014-2018,Veteran,32.0
22093,St. James Parish                             ,Louisiana                                                             ,Female,2014-2018,Veteran,34.0
22095,St. John the Baptist Parish                  ,Louisiana                                                             ,Female,2014-2018,Veteran,128.0
22097,St. Landry Parish                            ,Louisiana                                                             ,Female,2014-2018,Veteran,187.0
22099,St. Martin Parish                            ,Louisiana                                                             ,Female,2014-2018,Veteran,30.0
22101,St. Mary Parish                              ,Louisiana                                                             ,Female,2014-2018,Veteran,167.0
22103,St. Tammany Parish                           ,Louisiana                                                             ,Female,2014-2018,Veteran,1846.0
22105,Tangipahoa Parish                            ,Louisiana                                                             ,Female,2014-2018,Veteran,503.0
22107,Tensas Parish                                ,Louisiana                                                             ,Female,2014-2018,Veteran,29.0
22109,Terrebonne Parish                            ,Louisiana                                                             ,Female,2014-2018,Veteran,413.0
22111,Union Parish                                 ,Louisiana                                                             ,Female,2014-2018,Veteran,114.0
22113,Vermilion Parish                             ,Louisiana                                                             ,Female,2014-2018,Veteran,212.0
22115,Vernon Parish                                ,Louisiana                                                             ,Female,2014-2018,Veteran,1136.0
22117,Washington Parish                            ,Louisiana                                                             ,Female,2014-2018,Veteran,245.0
22119,Webster Parish                               ,Louisiana                                                             ,Female,2014-2018,Veteran,112.0
22121,West Baton Rouge Parish                      ,Louisiana                                                             ,Female,2014-2018,Veteran,114.0
22123,West Carroll Parish                          ,Louisiana                                                             ,Female,2014-2018,Veteran,48.0
22125,West Feliciana Parish                        ,Louisiana                                                             ,Female,2014-2018,Veteran,82.0
22127,Winn Parish                                  ,Louisiana                                                             ,Female,2014-2018,Veteran,4.0
23001,Androscoggin County                          ,Maine                                                                 ,Female,2014-2018,Veteran,616.0
23003,Aroostook County                             ,Maine                                                                 ,Female,2014-2018,Veteran,441.0
23005,Cumberland County                            ,Maine                                                                 ,Female,2014-2018,Veteran,1165.0
23007,Franklin County                              ,Maine                                                                 ,Female,2014-2018,Veteran,155.0
23009,Hancock County                               ,Maine                                                                 ,Female,2014-2018,Veteran,331.0
23011,Kennebec County                              ,Maine                                                                 ,Female,2014-2018,Veteran,807.0
23013,Knox County                                  ,Maine                                                                 ,Female,2014-2018,Veteran,151.0
23015,Lincoln County                               ,Maine                                                                 ,Female,2014-2018,Veteran,183.0
23017,Oxford County                                ,Maine                                                                 ,Female,2014-2018,Veteran,282.0
23019,Penobscot County                             ,Maine                                                                 ,Female,2014-2018,Veteran,786.0
23021,Piscataquis County                           ,Maine                                                                 ,Female,2014-2018,Veteran,84.0
23023,Sagadahoc County                             ,Maine                                                                 ,Female,2014-2018,Veteran,262.0
23025,Somerset County                              ,Maine                                                                 ,Female,2014-2018,Veteran,269.0
23027,Waldo County                                 ,Maine                                                                 ,Female,2014-2018,Veteran,282.0
23029,Washington County                            ,Maine                                                                 ,Female,2014-2018,Veteran,179.0
23031,York County                                  ,Maine                                                                 ,Female,2014-2018,Veteran,1310.0
24001,Allegany County                              ,Maryland                                                              ,Female,2014-2018,Veteran,323.0
24003,Anne Arundel County                          ,Maryland                                                              ,Female,2014-2018,Veteran,7461.0
24005,Baltimore County                             ,Maryland                                                              ,Female,2014-2018,Veteran,3643.0
24009,Calvert County                               ,Maryland                                                              ,Female,2014-2018,Veteran,998.0
24011,Caroline County                              ,Maryland                                                              ,Female,2014-2018,Veteran,208.0
24013,Carroll County                               ,Maryland                                                              ,Female,2014-2018,Veteran,1017.0
24015,Cecil County                                 ,Maryland                                                              ,Female,2014-2018,Veteran,615.0
24017,Charles County                               ,Maryland                                                              ,Female,2014-2018,Veteran,2662.0
24019,Dorchester County                            ,Maryland                                                              ,Female,2014-2018,Veteran,290.0
24021,Frederick County                             ,Maryland                                                              ,Female,2014-2018,Veteran,1823.0
24023,Garrett County                               ,Maryland                                                              ,Female,2014-2018,Veteran,113.0
24025,Harford County                               ,Maryland                                                              ,Female,2014-2018,Veteran,2149.0
24027,Howard County                                ,Maryland                                                              ,Female,2014-2018,Veteran,2386.0
24029,Kent County                                  ,Maryland                                                              ,Female,2014-2018,Veteran,86.0
24031,Montgomery County                            ,Maryland                                                              ,Female,2014-2018,Veteran,6125.0
24033,Prince George's County                       ,Maryland                                                              ,Female,2014-2018,Veteran,8998.0
24035,Queen Anne's County                          ,Maryland                                                              ,Female,2014-2018,Veteran,251.0
24037,St. Mary's County                            ,Maryland                                                              ,Female,2014-2018,Veteran,1317.0
24039,Somerset County                              ,Maryland                                                              ,Female,2014-2018,Veteran,183.0
24041,Talbot County                                ,Maryland                                                              ,Female,2014-2018,Veteran,120.0
24043,Washington County                            ,Maryland                                                              ,Female,2014-2018,Veteran,888.0
24045,Wicomico County                              ,Maryland                                                              ,Female,2014-2018,Veteran,664.0
24047,Worcester County                             ,Maryland                                                              ,Female,2014-2018,Veteran,213.0
24510,Baltimore city                               ,Maryland                                                              ,Female,2014-2018,Veteran,3121.0
25001,Barnstable County                            ,Massachusetts                                                         ,Female,2014-2018,Veteran,912.0
25003,Berkshire County                             ,Massachusetts                                                         ,Female,2014-2018,Veteran,422.0
25005,Bristol County                               ,Massachusetts                                                         ,Female,2014-2018,Veteran,1637.0
25007,Dukes County                                 ,Massachusetts                                                         ,Female,2014-2018,Veteran,95.0
25009,Essex County                                 ,Massachusetts                                                         ,Female,2014-2018,Veteran,2155.0
25011,Franklin County                              ,Massachusetts                                                         ,Female,2014-2018,Veteran,408.0
25013,Hampden County                               ,Massachusetts                                                         ,Female,2014-2018,Veteran,1972.0
25015,Hampshire County                             ,Massachusetts                                                         ,Female,2014-2018,Veteran,594.0
25017,Middlesex County                             ,Massachusetts                                                         ,Female,2014-2018,Veteran,3883.0
25019,Nantucket County                             ,Massachusetts                                                         ,Female,2014-2018,Veteran,9.0
25021,Norfolk County                               ,Massachusetts                                                         ,Female,2014-2018,Veteran,1665.0
25023,Plymouth County                              ,Massachusetts                                                         ,Female,2014-2018,Veteran,1725.0
25025,Suffolk County                               ,Massachusetts                                                         ,Female,2014-2018,Veteran,1339.0
25027,Worcester County                             ,Massachusetts                                                         ,Female,2014-2018,Veteran,2447.0
26001,Alcona County                                ,Michigan                                                              ,Female,2014-2018,Veteran,63.0
26003,Alger County                                 ,Michigan                                                              ,Female,2014-2018,Veteran,44.0
26005,Allegan County                               ,Michigan                                                              ,Female,2014-2018,Veteran,390.0
26007,Alpena County                                ,Michigan                                                              ,Female,2014-2018,Veteran,186.0
26009,Antrim County                                ,Michigan                                                              ,Female,2014-2018,Veteran,99.0
26011,Arenac County                                ,Michigan                                                              ,Female,2014-2018,Veteran,76.0
26013,Baraga County                                ,Michigan                                                              ,Female,2014-2018,Veteran,26.0
26015,Barry County                                 ,Michigan                                                              ,Female,2014-2018,Veteran,384.0
26017,Bay County                                   ,Michigan                                                              ,Female,2014-2018,Veteran,596.0
26019,Benzie County                                ,Michigan                                                              ,Female,2014-2018,Veteran,131.0
26021,Berrien County                               ,Michigan                                                              ,Female,2014-2018,Veteran,687.0
26023,Branch County                                ,Michigan                                                              ,Female,2014-2018,Veteran,220.0
26025,Calhoun County                               ,Michigan                                                              ,Female,2014-2018,Veteran,588.0
26027,Cass County                                  ,Michigan                                                              ,Female,2014-2018,Veteran,208.0
26029,Charlevoix County                            ,Michigan                                                              ,Female,2014-2018,Veteran,131.0
26031,Cheboygan County                             ,Michigan                                                              ,Female,2014-2018,Veteran,170.0
26033,Chippewa County                              ,Michigan                                                              ,Female,2014-2018,Veteran,191.0
26035,Clare County                                 ,Michigan                                                              ,Female,2014-2018,Veteran,122.0
26037,Clinton County                               ,Michigan                                                              ,Female,2014-2018,Veteran,365.0
26039,Crawford County                              ,Michigan                                                              ,Female,2014-2018,Veteran,79.0
26041,Delta County                                 ,Michigan                                                              ,Female,2014-2018,Veteran,146.0
26043,Dickinson County                             ,Michigan                                                              ,Female,2014-2018,Veteran,130.0
26045,Eaton County                                 ,Michigan                                                              ,Female,2014-2018,Veteran,511.0
26047,Emmet County                                 ,Michigan                                                              ,Female,2014-2018,Veteran,123.0
26049,Genesee County                               ,Michigan                                                              ,Female,2014-2018,Veteran,1106.0
26051,Gladwin County                               ,Michigan                                                              ,Female,2014-2018,Veteran,105.0
26053,Gogebic County                               ,Michigan                                                              ,Female,2014-2018,Veteran,65.0
26055,Grand Traverse County                        ,Michigan                                                              ,Female,2014-2018,Veteran,665.0
26057,Gratiot County                               ,Michigan                                                              ,Female,2014-2018,Veteran,219.0
26059,Hillsdale County                             ,Michigan                                                              ,Female,2014-2018,Veteran,182.0
26061,Houghton County                              ,Michigan                                                              ,Female,2014-2018,Veteran,177.0
26063,Huron County                                 ,Michigan                                                              ,Female,2014-2018,Veteran,91.0
26065,Ingham County                                ,Michigan                                                              ,Female,2014-2018,Veteran,990.0
26067,Ionia County                                 ,Michigan                                                              ,Female,2014-2018,Veteran,240.0
26069,Iosco County                                 ,Michigan                                                              ,Female,2014-2018,Veteran,204.0
26071,Iron County                                  ,Michigan                                                              ,Female,2014-2018,Veteran,72.0
26073,Isabella County                              ,Michigan                                                              ,Female,2014-2018,Veteran,163.0
26075,Jackson County                               ,Michigan                                                              ,Female,2014-2018,Veteran,673.0
26077,Kalamazoo County                             ,Michigan                                                              ,Female,2014-2018,Veteran,771.0
26079,Kalkaska County                              ,Michigan                                                              ,Female,2014-2018,Veteran,114.0
26081,Kent County                                  ,Michigan                                                              ,Female,2014-2018,Veteran,2115.0
26083,Keweenaw County                              ,Michigan                                                              ,Female,2014-2018,Veteran,4.0
26085,Lake County                                  ,Michigan                                                              ,Female,2014-2018,Veteran,91.0
26087,Lapeer County                                ,Michigan                                                              ,Female,2014-2018,Veteran,331.0
